Date, Open, High, Low, Close, Volume
09/08/08, 2.945, 2.945, 2.75, 2.7975, 131485844
09/05/08, 2.85, 2.925, 2.8475, 2.9175, 79127680
09/04/08, 2.8825, 2.9125, 2.8575, 2.875, 71617400
09/03/08, 3.0375, 3.05, 2.8875, 2.915, 71516884
09/02/08, 3.2125, 3.24, 3.0375, 3.08, 69398116
08/29/08, 3.24, 3.25, 3.15, 3.16, 51601160
08/28/08, 3.3025, 3.3375, 3.2525, 3.285, 36519028
08/27/08, 3.1975, 3.3375, 3.1675, 3.2975, 45461960
08/26/08, 3.37, 3.3725, 3.2375, 3.2725, 61316200
08/25/08, 3.3825, 3.4625, 3.3425, 3.3525, 47163560
08/22/08, 3.43, 3.47, 3.33, 3.4025, 45938520
08/21/08, 3.4575, 3.485, 3.335, 3.405, 102169524
08/20/08, 3.405, 3.53, 3.38, 3.52, 114369116
08/19/08, 3.2375, 3.375, 3.2375, 3.355, 101432756
08/18/08, 3.2625, 3.335, 3.2275, 3.305, 89431040
08/15/08, 3.3075, 3.345, 3.2175, 3.24, 77784000
08/14/08, 3.0425, 3.3725, 3.0425, 3.25, 163605204
08/13/08, 2.9875, 3.11, 2.915, 3.065, 209532984
08/12/08, 2.83, 2.8375, 2.7275, 2.7675, 141681204
08/11/08, 2.77, 2.875, 2.76, 2.8075, 119643564
08/08/08, 2.85, 2.875, 2.74, 2.75, 85386476
08/07/08, 2.8475, 2.975, 2.795, 2.8275, 81936476
08/06/08, 2.805, 2.8975, 2.715, 2.8725, 81489436
08/05/08, 2.695, 2.7975, 2.665, 2.7975, 68594244
08/04/08, 2.71, 2.725, 2.6375, 2.645, 52207680
08/01/08, 2.785, 2.795, 2.675, 2.71, 88133920
07/31/08, 2.8625, 2.9225, 2.83, 2.86, 48731640
07/30/08, 2.97, 2.975, 2.805, 2.87, 58849880
07/29/08, 2.8875, 2.985, 2.855, 2.9125, 76476920
07/28/08, 2.8525, 2.9775, 2.84, 2.8825, 73480640
07/25/08, 2.785, 2.90, 2.7275, 2.89, 103984564
07/24/08, 2.90, 2.9275, 2.75, 2.7575, 70581796
07/23/08, 2.865, 2.96, 2.8525, 2.93, 59522080
07/22/08, 2.88, 2.8925, 2.79, 2.845, 55614720
07/21/08, 2.935, 2.9775, 2.8825, 2.9075, 57183320
07/18/08, 2.82, 2.9075, 2.74, 2.89, 89979844
07/17/08, 2.875, 2.875, 2.73, 2.84, 86226080
07/16/08, 2.825, 2.905, 2.7475, 2.83, 103447844
07/15/08, 2.76, 2.8725, 2.675, 2.815, 112258436
07/14/08, 2.94, 2.9625, 2.765, 2.785, 88236400
07/11/08, 2.8875, 2.99, 2.83, 2.9175, 80781564
07/10/08, 2.971, 3.005, 2.8925, 2.9475, 105698960
07/09/08, 3.015, 3.06, 2.9538, 2.955, 141343204
07/08/08, 3.045, 3.12, 2.95, 3.0075, 180583236
07/07/08, 3.17, 3.19, 2.94, 3.025, 220268952
07/03/08, 3.245, 3.2825, 3.10, 3.1225, 298822156
07/02/08, 4.665, 4.695, 4.50, 4.5075, 78131040
07/01/08, 4.625, 4.6925, 4.54, 4.6875, 88149320
06/30/08, 4.765, 4.8075, 4.6475, 4.68, 65417440
06/27/08, 4.7875, 4.8475, 4.6775, 4.82, 58413760
06/26/08, 4.875, 4.9125, 4.7663, 4.7675, 84566476
06/25/08, 5.075, 5.1125, 4.945, 5.025, 90122960
06/24/08, 4.81, 5.1125, 4.81, 4.9975, 107892436
06/23/08, 4.9775, 4.9825, 4.795, 4.8375, 77661244
06/20/08, 4.855, 4.995, 4.8525, 4.94, 74122156
06/19/08, 5.005, 5.075, 4.845, 4.965, 78911000
06/18/08, 5.075, 5.25, 4.895, 4.9775, 106558436
06/17/08, 5.33, 5.3325, 5.115, 5.1275, 68795040
06/16/08, 5.27, 5.32, 5.2125, 5.255, 63073960
06/13/08, 5.3525, 5.415, 5.17, 5.3275, 70576204
06/12/08, 5.4325, 5.5375, 5.30, 5.345, 82598920
06/11/08, 5.5725, 5.7075, 5.305, 5.3125, 99942720
06/10/08, 5.7625, 5.77, 5.535, 5.5725, 122539524
06/09/08, 5.98, 6.0625, 5.8025, 5.9225, 63791600
06/06/08, 6.1375, 6.145, 5.98, 6.015, 78512720
06/05/08, 6.27, 6.3375, 6.1426, 6.2125, 82825476
06/04/08, 5.8575, 6.0725, 5.825, 6.06, 83292756
06/03/08, 6.22, 6.23, 5.9175, 5.99, 84433436
06/02/08, 6.175, 6.2475, 6.1075, 6.20, 73481280
05/30/08, 6.0475, 6.195, 6.03, 6.175, 83025320
05/29/08, 5.8975, 5.9075, 5.7725, 5.88, 69345960
05/28/08, 6.00, 6.015, 5.8275, 5.895, 75188720
05/27/08, 5.7875, 5.8475, 5.6775, 5.84, 83297476
05/23/08, 5.9025, 5.95, 5.6925, 5.7775, 80267920
05/22/08, 5.855, 5.96, 5.7625, 5.9125, 69332680
05/21/08, 5.835, 6.06, 5.76, 5.7725, 106673040
05/20/08, 5.8125, 5.88, 5.7525, 5.82, 77143844
05/19/08, 6.105, 6.3275, 5.9325, 5.975, 115859204
05/16/08, 6.045, 6.115, 5.9075, 6.1025, 109162756
05/15/08, 5.505, 5.97, 5.48, 5.945, 116546040
05/14/08, 5.4275, 5.66, 5.36, 5.5175, 75114796
05/13/08, 5.50, 5.50, 5.32, 5.36, 85410476
05/12/08, 5.705, 5.705, 5.4175, 5.4725, 100691116
05/09/08, 5.5025, 5.8575, 5.4925, 5.6325, 203035048
05/08/08, 5.545, 5.5625, 5.2525, 5.4875, 135999876
05/07/08, 5.6475, 5.7225, 5.455, 5.5025, 71600844
05/06/08, 5.475, 5.645, 5.39, 5.6325, 72903360
05/05/08, 5.5925, 5.6175, 5.4775, 5.49, 94348960
05/02/08, 5.5225, 5.63, 5.4388, 5.63, 113112244
05/01/08, 5.20, 5.3875, 5.175, 5.375, 101493436
04/30/08, 5.1088, 5.1925, 5.075, 5.1375, 106831640
04/29/08, 4.8925, 5.1125, 4.8925, 5.05, 57367520
04/28/08, 5.015, 5.09, 4.9275, 4.9475, 53581600
04/25/08, 5.035, 5.05, 4.8775, 5.0375, 55225680
04/24/08, 5.14, 5.165, 4.9125, 4.9875, 65598244
04/23/08, 4.9425, 5.165, 4.8775, 5.11, 102070280
04/22/08, 4.8775, 4.93, 4.77, 4.875, 58779120
04/21/08, 4.7175, 5.00, 4.7175, 4.9675, 67992524
04/18/08, 4.7875, 4.83, 4.69, 4.755, 57359120
04/17/08, 4.4925, 4.6625, 4.49, 4.645, 59761680
04/16/08, 4.7025, 4.77, 4.62, 4.71, 64722080
04/15/08, 4.50, 4.5475, 4.4025, 4.53, 43991280
04/14/08, 4.615, 4.625, 4.45, 4.4775, 78007156
04/11/08, 4.875, 4.905, 4.6025, 4.6325, 110627640
04/10/08, 4.9275, 5.1275, 4.8225, 4.97, 109626720
04/09/08, 4.835, 4.925, 4.79, 4.875, 67539600
04/08/08, 4.75, 4.935, 4.75, 4.78, 63944040
04/07/08, 4.81, 4.88, 4.77, 4.8075, 72903884
04/04/08, 4.895, 4.92, 4.6825, 4.695, 152134108
04/03/08, 5.0475, 5.055, 4.8475, 4.995, 84183476
04/02/08, 5.265, 5.265, 5.05, 5.09, 61649040
04/01/08, 5.095, 5.2625, 5.0225, 5.25, 67463884
03/31/08, 4.9725, 5.065, 4.885, 4.9475, 56705120
03/28/08, 4.935, 5.0475, 4.885, 4.92, 56173600
03/27/08, 4.8425, 4.98, 4.7675, 4.8475, 60125800
03/26/08, 5.0125, 5.0475, 4.8625, 4.9175, 72148564
03/25/08, 5.03, 5.175, 4.9825, 5.08, 73538360
03/24/08, 4.7325, 5.035, 4.715, 5.0075, 88721680
03/20/08, 4.4675, 4.64, 4.3875, 4.63, 63327840
03/19/08, 4.6325, 4.6975, 4.415, 4.415, 88045116
03/18/08, 4.57, 4.75, 4.44, 4.7425, 107508400
03/17/08, 4.38, 4.62, 4.3275, 4.465, 80079920
03/14/08, 4.95, 4.955, 4.545, 4.58, 115477600
03/13/08, 4.5575, 4.995, 4.53, 4.925, 122021524
03/12/08, 4.805, 4.8475, 4.59, 4.63, 74322720
03/11/08, 4.75, 4.8075, 4.56, 4.76, 85778920
03/10/08, 4.8275, 4.8875, 4.60, 4.6075, 77600756
03/07/08, 4.87, 5.08, 4.75, 4.8875, 76740600
03/06/08, 5.2275, 5.2625, 4.9525, 4.96, 107417436
03/05/08, 5.2825, 5.4175, 5.2275, 5.2925, 64465480
03/04/08, 5.25, 5.26, 5.0275, 5.2325, 77884920
03/03/08, 5.34, 5.3775, 5.215, 5.285, 44895080
02/29/08, 5.4075, 5.48, 5.325, 5.3475, 54053440
02/28/08, 5.6625, 5.6725, 5.4975, 5.4975, 50353680
02/27/08, 5.5975, 5.7575, 5.5625, 5.7125, 53031840
02/26/08, 5.545, 5.71, 5.46, 5.625, 56537720
02/25/08, 5.575, 5.64, 5.43, 5.5775, 67173000
02/22/08, 5.365, 5.59, 5.325, 5.58, 72301280
02/21/08, 5.50, 5.5275, 5.29, 5.3225, 64013600
02/20/08, 5.325, 5.525, 5.3025, 5.445, 75880244
02/19/08, 5.67, 5.68, 5.4375, 5.485, 55833240
02/15/08, 5.63, 5.7825, 5.4775, 5.5675, 81074204
02/14/08, 6.5575, 6.5625, 5.6375, 5.6525, 218094204
02/13/08, 6.55, 6.775, 6.48, 6.755, 71856680
02/12/08, 6.3625, 6.59, 6.3275, 6.50, 60763400
02/11/08, 6.30, 6.4025, 6.225, 6.2675, 50366640
02/08/08, 6.08, 6.295, 6.00, 6.2475, 39388876
02/07/08, 5.9025, 6.31, 5.775, 6.1375, 66412436
02/06/08, 6.1625, 6.3325, 5.965, 6.0775, 55715880
02/05/08, 6.375, 6.3775, 6.095, 6.0975, 49479600
02/04/08, 6.86, 6.8975, 6.47, 6.505, 56512760
02/01/08, 6.135, 6.75, 6.0825, 6.715, 59297000
01/31/08, 6.16, 6.2625, 5.9575, 6.1475, 58537680
01/30/08, 6.25, 6.3925, 6.1175, 6.2975, 53043480
01/29/08, 6.2725, 6.3775, 6.11, 6.3525, 41447160
01/28/08, 6.215, 6.2775, 6.0304, 6.1625, 57752800
01/25/08, 6.715, 6.865, 6.2075, 6.2375, 68674680
01/24/08, 6.125, 6.47, 6.0675, 6.4675, 59703480
01/23/08, 5.66, 6.185, 5.605, 6.0075, 92140204
01/22/08, 5.6175, 6.045, 5.5825, 5.92, 70854884
01/18/08, 5.8425, 6.2425, 5.63, 6.21, 91660640
01/17/08, 6.02, 6.18, 5.81, 5.825, 113196244
01/16/08, 6.2625, 6.34, 5.79, 5.9275, 145917592
01/15/08, 6.9375, 7.02, 6.565, 6.6825, 72257400
01/14/08, 6.8625, 7.2225, 6.7525, 7.2125, 53648480
01/11/08, 6.905, 7.05, 6.7125, 6.7625, 57250000
01/10/08, 7.025, 7.185, 6.9325, 7.0725, 55443120
01/09/08, 6.96, 7.225, 6.8575, 7.2225, 74083244
01/08/08, 6.7625, 7.3225, 6.605, 6.8675, 110567884
01/07/08, 7.55, 7.6125, 6.5875, 6.725, 100633476
01/04/08, 7.9425, 7.9825, 7.45, 7.50, 73608040
01/03/08, 8.30, 8.465, 8.1575, 8.1875, 47530720
01/02/08, 8.53, 8.5625, 8.14, 8.2525, 48392120
12/31/07, 8.6275, 8.785, 8.5025, 8.505, 27363984
12/28/07, 8.77, 8.875, 8.6225, 8.6975, 25735004
12/27/07, 9.05, 9.10, 8.7625, 8.785, 24136748
12/26/07, 8.9625, 9.065, 8.875, 9.065, 21515828
12/24/07, 8.855, 8.9875, 8.79, 8.945, 10400084
12/21/07, 8.8975, 8.975, 8.71, 8.79, 43340520
12/20/07, 8.75, 8.8125, 8.5675, 8.7925, 27991052
12/19/07, 8.5025, 8.6925, 8.4675, 8.6125, 25351408
12/18/07, 8.4475, 8.625, 8.3625, 8.5325, 39688584
12/17/07, 8.675, 8.7575, 8.30, 8.32, 50735400
12/14/07, 8.585, 8.8625, 8.5275, 8.7675, 35389492
12/13/07, 8.76, 8.8175, 8.37, 8.625, 50037200
12/12/07, 8.935, 9.0225, 8.695, 8.8675, 61353200
12/11/07, 8.745, 8.905, 8.5525, 8.5724, 58193120
12/10/07, 8.4975, 8.6625, 8.4725, 8.5625, 33594408
12/07/07, 8.6125, 8.6225, 8.3825, 8.47, 31945884
12/06/07, 8.3875, 8.605, 8.3125, 8.5775, 37093008
12/05/07, 8.2975, 8.5625, 8.195, 8.4075, 66653244
12/04/07, 8.035, 8.0625, 7.8375, 7.9925, 37171740
12/03/07, 8.00, 8.1475, 7.8775, 8.00, 49001800
11/30/07, 8.55, 8.55, 7.86, 7.885, 65017360
11/29/07, 8.20, 8.525, 8.164, 8.28, 48858120
11/28/07, 7.94, 8.3225, 7.9025, 8.2125, 56721240
11/27/07, 7.485, 7.72, 7.4275, 7.6975, 45875800
11/26/07, 7.55, 7.705, 7.365, 7.38, 38587160
11/23/07, 7.48, 7.5875, 7.385, 7.555, 14197680
11/21/07, 7.35, 7.605, 7.3275, 7.4275, 64858040
11/20/07, 7.7075, 7.72, 7.2775, 7.5075, 62252840
11/19/07, 7.9975, 8.0375, 7.5225, 7.565, 56399040
11/16/07, 8.00, 8.135, 7.935, 8.1125, 42359160
11/15/07, 7.991, 8.065, 7.75, 7.935, 49640520
11/14/07, 8.3775, 8.4575, 8.00, 8.0425, 66451796
11/13/07, 7.63, 8.1775, 7.5075, 8.17, 72668116
11/12/07, 8.3375, 8.3975, 7.5075, 7.5075, 71515844
11/09/07, 8.6375, 8.70, 8.1625, 8.34, 87102524
11/08/07, 8.9375, 9.10, 8.2025, 8.4594, 96588756
11/07/07, 9.47, 9.5075, 8.95, 9.025, 53710600
11/06/07, 9.2725, 9.55, 9.23, 9.475, 55457960
11/05/07, 9.1075, 9.405, 9.05, 9.185, 43658200
11/02/07, 8.9675, 9.25, 8.8425, 9.185, 49120960
11/01/07, 8.7075, 9.0225, 8.5875, 8.845, 58690560
10/31/07, 8.7575, 8.85, 8.485, 8.845, 45516560
10/30/07, 8.465, 8.8825, 8.325, 8.705, 52427720
10/29/07, 8.305, 8.4375, 8.14, 8.3975, 81302920
10/26/07, 8.95, 9.01, 8.475, 8.60, 61655240
10/25/07, 9.2125, 9.30, 8.3975, 8.675, 80542476
10/24/07, 9.625, 9.625, 9.0375, 9.505, 56500080
10/23/07, 9.9175, 9.9175, 9.57, 9.8375, 29379260
10/22/07, 9.2875, 9.81, 9.2125, 9.79, 53755880
10/19/07, 9.855, 9.86, 9.345, 9.3475, 50576600
10/18/07, 9.8525, 9.9175, 9.605, 9.8775, 33880304
10/17/07, 9.5375, 9.9125, 9.5275, 9.885, 71647640
10/16/07, 9.0875, 9.3425, 9.055, 9.18, 27238384
10/15/07, 9.0625, 9.215, 9.02, 9.0975, 34842140
10/12/07, 8.915, 9.0325, 8.7775, 9.0325, 40994840
10/11/07, 9.1425, 9.2575, 8.7175, 8.8175, 52633000
10/10/07, 9.28, 9.28, 9.005, 9.2275, 38881228
10/09/07, 9.3825, 9.425, 9.08, 9.2178, 40296560
10/08/07, 9.2975, 9.3975, 9.1875, 9.3825, 25245716
10/05/07, 9.1375, 9.2825, 9.04, 9.2325, 34478516
10/04/07, 8.945, 9.0475, 8.6875, 8.995, 37893888
10/03/07, 9.1875, 9.1875, 8.8075, 8.955, 46719600
10/02/07, 9.42, 9.4375, 9.215, 9.3519, 28494956
10/01/07, 9.1375, 9.4875, 9.1275, 9.4425, 39470728
09/28/07, 9.25, 9.2825, 9.04, 9.06, 40428120
09/27/07, 9.255, 9.30, 9.0975, 9.195, 37534172
09/26/07, 9.00, 9.1875, 8.9775, 9.1675, 51771360
09/25/07, 8.79, 8.9925, 8.765, 8.955, 36039916
09/24/07, 8.675, 8.975, 8.6125, 8.8425, 45613080
09/21/07, 8.625, 8.75, 8.54, 8.6225, 45752800
09/20/07, 8.595, 8.6875, 8.445, 8.54, 32416840
09/19/07, 8.83, 9.00, 8.505, 8.59, 52130960
09/18/07, 8.13, 8.875, 8.1175, 8.75, 84460720
09/17/07, 8.075, 8.16, 7.9575, 8.045, 37470304
09/14/07, 8.225, 8.235, 8.0375, 8.0625, 48722320
09/13/07, 8.4625, 8.472, 8.2475, 8.3075, 45283960
09/12/07, 8.7375, 8.78, 8.22, 8.305, 55330400
09/11/07, 8.5663, 8.71, 8.4775, 8.645, 40416200
09/10/07, 8.625, 8.775, 8.395, 8.465, 58139296.2267515
09/07/07, 8.5183, 8.6067, 8.2783, 8.4417, 60217078.1633791
09/06/07, 8.8317, 8.9117, 8.725, 8.7617, 42549346.7022449
09/05/07, 8.7517, 9.00, 8.7167, 8.7233, 65556058.0005402
09/04/07, 8.565, 8.8267, 8.4317, 8.79, 68289597.9171673
08/31/07, 8.2833, 8.5583, 8.2383, 8.5267, 72083157.8014637
08/30/07, 8.0817, 8.315, 8.0783, 8.1133, 46515490.5812775
08/29/07, 7.8833, 8.17, 7.8667, 8.16, 53855194.3574166
08/28/07, 8.25, 8.2833, 7.7033, 7.7217, 55990864.2922786
08/27/07, 8.0417, 8.3083, 8.005, 8.2233, 63565258.0612596
08/24/07, 7.9767, 8.0567, 7.9183, 8.0417, 36159028.8971496
08/23/07, 8.1067, 8.2017, 7.965, 8.00, 64973158.0183187
08/22/07, 8.0883, 8.115, 7.925, 8.0683, 56075848.2896866
08/21/07, 7.5283, 7.9483, 7.4167, 7.8883, 71524437.8185046
08/20/07, 7.5183, 7.60, 7.3917, 7.4833, 51943816.4157136
08/17/07, 7.2917, 7.52, 7.065, 7.5133, 72871263.7774265
08/16/07, 7.1433, 7.195, 6.75, 7.095, 77748897.6286586
08/15/07, 7.4933, 7.60, 7.205, 7.215, 69502863.8801626
08/14/07, 7.3017, 7.65, 7.28, 7.5333, 109085456.672894
08/13/07, 7.39, 7.44, 7.10, 7.2517, 69991503.8652591
08/10/07, 7.0583, 7.3817, 6.8983, 7.3317, 114076556.520665
08/09/07, 7.65, 7.90, 7.475, 7.6883, 118856876.374865
08/08/07, 7.3942, 7.825, 7.3383, 7.5983, 66001077.9869671
08/07/07, 7.15, 7.3817, 7.055, 7.2633, 56506210.2765606
08/06/07, 7.15, 7.2033, 6.95, 7.15, 52382722.402327
08/03/07, 7.5117, 7.5667, 7.0867, 7.09, 62311678.0994938
08/02/07, 7.6567, 7.6633, 7.435, 7.5367, 46853704.570962
08/01/07, 7.5167, 7.7017, 7.2167, 7.57, 70583217.8472119
07/31/07, 7.8817, 7.9883, 7.6167, 7.6267, 71148957.8299568
07/30/07, 7.4017, 7.5933, 7.40, 7.5817, 53815510.3586269
07/27/07, 7.375, 7.715, 7.3717, 7.375, 61378738.1279485
07/26/07, 7.2783, 7.4967, 7.18, 7.3933, 70981137.8350753
07/25/07, 7.3933, 7.4983, 7.1867, 7.3567, 43719004.6665704
07/24/07, 7.5617, 7.625, 7.345, 7.3911, 45752962.6045346
07/23/07, 7.49, 7.7467, 7.4733, 7.5917, 36046558.90058
07/20/07, 7.65, 7.6767, 7.48, 7.5167, 50517154.4592268
07/19/07, 7.7167, 7.755, 7.5458, 7.60, 40737064.7575195
07/18/07, 7.6383, 7.6617, 7.4583, 7.6083, 55063144.3205741
07/17/07, 7.815, 7.9717, 7.7433, 7.7506, 64288738.0391935
07/16/07, 7.6517, 7.815, 7.65, 7.7833, 54170590.347797
07/13/07, 7.67, 7.7617, 7.6367, 7.645, 36667888.8816294
07/12/07, 7.60, 7.70, 7.5467, 7.6923, 43874530.6618268
07/11/07, 7.5783, 7.63, 7.4417, 7.5467, 58260448.2230563
07/10/07, 7.4683, 7.625, 7.3883, 7.58, 55257034.3146605
07/09/07, 7.3217, 7.5417, 7.32, 7.5067, 53651386.3636327
07/06/07, 7.25, 7.3233, 7.2367, 7.295, 28247933.138438
07/05/07, 7.185, 7.2833, 7.15, 7.26, 37294090.8625302
07/03/07, 7.1667, 7.24, 7.1083, 7.1833, 23876633.2717627
07/02/07, 6.9833, 7.1746, 6.9617, 7.1717, 55986298.2924179
06/29/07, 7.045, 7.0467, 6.8817, 6.885, 51539602.4280421
06/28/07, 6.9517, 7.0733, 6.8833, 6.9983, 59753002.1775334
06/27/07, 6.75, 6.94, 6.7167, 6.9317, 61313098.1299505
06/26/07, 7.06, 7.08, 6.7333, 6.75, 86797437.3526782
06/25/07, 7.0667, 7.24, 7.0017, 7.0783, 81970017.4999145
06/22/07, 7.1667, 7.3117, 7.0583, 7.27, 88174977.3106632
06/21/07, 6.7717, 7.2217, 6.72, 7.1633, 129728822.043271
06/20/07, 6.6667, 6.70, 6.5983, 6.6433, 82140303.4947208
06/19/07, 6.5533, 6.6517, 6.5083, 6.6367, 49191874.4996478
06/18/07, 6.6583, 6.6817, 6.5417, 6.595, 68568897.9086486
06/15/07, 6.3767, 6.6417, 6.375, 6.5917, 108135662.701862
06/14/07, 6.1667, 6.3283, 6.1583, 6.305, 50854258.4489451
06/13/07, 6.1167, 6.1967, 6.0383, 6.195, 58842994.2052887
06/12/07, 6.0817, 6.1667, 6.0467, 6.05, 52676650.3933622
06/11/07, 6.0917, 6.15, 6.0583, 6.1133, 43558288.6714722
06/08/07, 5.9483, 6.10, 5.875, 6.0917, 53319400.3737583
06/07/07, 6.035, 6.125, 5.9967, 5.9983, 79188357.5847551
06/06/07, 5.9767, 6.16, 5.9517, 6.0633, 95071917.1003066
06/05/07, 5.8617, 6.0283, 5.8517, 6.0183, 69858063.8693291
06/04/07, 5.76, 5.8783, 5.7367, 5.845, 32195291.0180436
06/01/07, 5.8383, 5.925, 5.8033, 5.8133, 42789832.6949101
05/31/07, 5.725, 5.8083, 5.6983, 5.7732, 48156832.5312166
05/30/07, 5.6033, 5.6833, 5.5333, 5.6833, 33150076.9889227
05/29/07, 5.5867, 5.6883, 5.57, 5.67, 31624145.0354636
05/25/07, 5.5633, 5.6383, 5.5467, 5.61, 30884645.0580183
05/24/07, 5.7567, 5.7733, 5.50, 5.5233, 60779758.1462174
05/23/07, 5.89, 5.925, 5.7133, 5.73, 44817250.6330739
05/22/07, 5.86, 5.9401, 5.765, 5.8867, 40167190.7749007
05/21/07, 5.82, 6.00, 5.7917, 5.855, 64576738.0304095
05/18/07, 5.7667, 5.8533, 5.7183, 5.8367, 60370318.1587053
05/17/07, 5.8033, 5.8333, 5.69, 5.7233, 44365942.6468388
05/16/07, 5.7517, 5.82, 5.6417, 5.82, 52311814.4044897
05/15/07, 5.815, 5.85, 5.7333, 5.7467, 62135938.1048539
05/14/07, 5.8333, 5.8883, 5.7433, 5.7983, 73156197.768736
05/11/07, 5.765, 5.9133, 5.6767, 5.8567, 152578495.346356
05/10/07, 5.5967, 5.67, 5.4217, 5.47, 78624357.6019571
05/09/07, 5.5083, 5.605, 5.445, 5.5733, 41786788.7255029
05/08/07, 5.4733, 5.5617, 5.3667, 5.5483, 73705503.7519821
05/07/07, 5.70, 5.7633, 5.50, 5.5067, 55709770.300852
05/04/07, 5.6083, 5.6467, 5.555, 5.6183, 40521106.7641062
05/03/07, 5.5267, 5.615, 5.5167, 5.5783, 50024686.4742471
05/02/07, 5.5683, 5.5917, 5.4467, 5.475, 65965257.9880596
05/01/07, 5.5817, 5.6183, 5.495, 5.54, 54452152.3392094
04/30/07, 5.5867, 5.6567, 5.48, 5.4817, 56330554.2819181
04/27/07, 5.5683, 5.63, 5.4233, 5.5117, 55405384.3101358
04/26/07, 5.5183, 5.6283, 5.4683, 5.5867, 50000488.4749851
04/25/07, 5.4167, 5.5483, 5.3917, 5.5183, 50948962.4460566
04/24/07, 5.3167, 5.4733, 5.2817, 5.425, 102791834.864849
04/23/07, 5.29, 5.30, 5.2133, 5.2283, 59526754.184434
04/20/07, 5.33, 5.3333, 5.245, 5.315, 59069992.1983652
04/19/07, 5.14, 5.2833, 5.125, 5.2533, 56959672.26273
04/18/07, 5.11, 5.2267, 5.0833, 5.1817, 68372997.9146236
04/17/07, 5.1983, 5.3167, 5.0933, 5.1183, 105907436.769823
04/16/07, 5.0833, 5.1217, 5.005, 5.07, 67183677.9508978
04/13/07, 5.0383, 5.1067, 4.9767, 5.0967, 63817618.0535626
04/12/07, 4.8883, 5.07, 4.8567, 5.055, 74363637.731909
04/11/07, 5.015, 5.065, 4.8983, 4.915, 81014097.52907
04/10/07, 5.05, 5.1083, 4.995, 5.005, 79420677.5776694
04/09/07, 5.15, 5.2083, 5.0467, 5.0567, 64058878.0462042
04/05/07, 4.7833, 5.155, 4.7833, 5.15, 133274875.935116
04/04/07, 4.7667, 4.805, 4.75, 4.7633, 36102136.8988848
04/03/07, 4.7917, 4.845, 4.7283, 4.7733, 47354080.5557006
04/02/07, 4.785, 4.825, 4.7133, 4.7917, 39962242.7811516
03/30/07, 4.8483, 4.8833, 4.7717, 4.7967, 58116610.2274434
03/29/07, 4.9417, 4.9483, 4.705, 4.7833, 71831757.8091314
03/28/07, 4.9217, 4.9633, 4.86, 4.8683, 46420522.5841741
03/27/07, 5.0467, 5.0567, 4.9583, 4.9633, 46884406.5700256
03/26/07, 5.0517, 5.10, 4.9667, 5.0583, 44578624.640352
03/23/07, 5.0667, 5.1567, 5.0117, 5.0483, 52463590.3998605
03/22/07, 5.00, 5.135, 4.9767, 5.105, 81095397.5265904
03/21/07, 4.9167, 5.0733, 4.8235, 4.995, 126837476.131457
03/20/07, 4.7333, 4.8417, 4.7067, 4.725, 65642457.997905
03/19/07, 4.75, 4.825, 4.7333, 4.7483, 46139872.5927339
03/16/07, 4.7733, 4.7817, 4.6917, 4.725, 52553914.3971056
03/15/07, 4.8067, 4.85, 4.6967, 4.77, 65563198.0003225
03/14/07, 4.855, 4.8833, 4.6733, 4.8183, 94606557.1145
03/13/07, 5.0033, 5.0333, 4.8383, 4.8417, 61670818.1190401
03/12/07, 5.0267, 5.1283, 5.02, 5.055, 42808156.6943512
03/09/07, 5.2083, 5.2667, 5.0267, 5.085, 55442128.3090151
03/08/07, 5.0367, 5.1933, 5.0333, 5.1367, 76987917.6518685
03/07/07, 5.0517, 5.075, 4.9117, 4.9333, 76658223.6619242
03/06/07, 4.8983, 5.1317, 4.8783, 5.0767, 80597877.5417647
03/05/07, 4.875, 4.9717, 4.7767, 4.7937, 66109017.983675
03/02/07, 5.0583, 5.12, 4.9517, 4.9617, 68173797.9206992
03/01/07, 5.055, 5.1983, 4.9883, 5.1033, 83716017.4466615
02/28/07, 5.1817, 5.2783, 5.1183, 5.1667, 77985777.6214338
02/27/07, 5.30, 5.425, 5.1883, 5.1967, 71408097.822053
02/26/07, 5.4567, 5.4983, 5.35, 5.3583, 49425172.4925322
02/23/07, 5.5067, 5.51, 5.44, 5.4417, 39826498.7852918
02/22/07, 5.505, 5.5933, 5.4417, 5.455, 65532658.0012539
02/21/07, 5.4567, 5.515, 5.365, 5.42, 65443978.0039587
02/20/07, 5.4617, 5.5317, 5.4233, 5.5017, 62502178.0936836
02/16/07, 5.6017, 5.6083, 5.4367, 5.4533, 91489137.2095813
02/15/07, 5.5883, 5.6533, 5.535, 5.625, 47444800.5529336
02/14/07, 5.7167, 5.75, 5.5783, 5.5917, 108217376.69937
02/13/07, 5.6517, 5.7117, 5.595, 5.6667, 84958737.4087585
02/12/07, 5.4817, 5.68, 5.4233, 5.5617, 78883317.5940588
02/09/07, 5.7583, 5.8067, 5.42, 5.4417, 93758997.1403506
02/08/07, 5.7167, 5.8117, 5.6667, 5.73, 72599583.7857127
02/07/07, 5.6317, 5.8183, 5.5983, 5.805, 76106277.6787585
02/06/07, 5.5167, 5.6567, 5.435, 5.5867, 77466783.6372631
02/05/07, 5.3333, 5.44, 5.325, 5.395, 57976738.2317095
02/02/07, 5.2017, 5.3333, 5.1583, 5.3083, 58658968.2109015
